Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
12228.0,1.21425231648205,-0.0708632828499529,-0.123572599985227,0.0590438685153838,-0.112397778958697,-0.627652430801221,0.0364255211134393,-0.184503144592968,1.58308839748113,-0.558764383041648,0.367351355811939,-3.11894892662399,0.262318728593686,2.1207760899007,0.598011432608976,-0.141335427374858,0.778272685514946,-0.506636090120808,-0.269918687147862,-0.138868245132325,-0.219999843193695,-0.493909154400644,-0.0560069431463868,-0.297022805777848,0.312320675087876,1.0539796858869,-0.132071767386607,-0.0134575123093151,50.25,0
45463.0,-1.47689343619361,2.12231379246165,-1.22946956041319,1.20184879823143,-0.343264387787516,-1.31770390932283,-1.52814215893659,-0.620953383361586,-1.21304032250238,-2.97526724837752,3.53221960237349,-3.68263987014104,-1.15477748628793,-5.16522922685485,-0.240091425455286,-2.40492728839102,-5.67173864053893,-0.99429395124741,-0.289935891439032,0.276893466308702,1.18603560532412,-0.0402148700651311,-0.238930086824211,0.110144325976026,0.0454183699836296,-0.56923231725429,0.481018701576887,-0.0475554426964208,1.0,1
164054.0,1.39752118504466,-0.469072824479786,0.219914832135161,3.98692867534262,-0.289840762421024,1.32059448159216,-0.435846453103019,0.339557951659276,-0.368388572551721,1.24904590496648,0.247481396432147,1.29147373095957,0.890531915827083,-0.527852402243878,-2.34111167065847,1.04656417681691,-0.871966207054702,-0.091851323597267,-1.03913229235582,0.223016103491985,-0.0575160333312094,-0.459244872527585,0.225204795124279,0.733217034615179,-0.534471495901907,-0.384679186175947,-0.0103491890422316,0.0103441634383282,213.31,0
91407.0,-3.95120850670532,2.88180518239049,-6.42149029451106,2.43418142416554,-1.32732453838007,-2.12210598673342,-3.2275333300383,-0.68556047558208,0.775985124963588,-4.72309174576035,4.921657447038,-8.75277008726404,1.52019774197935,-8.5520227319441,0.351975957711389,-4.5340297530839,-6.46540863418339,-1.89030997911689,0.174840185624481,-0.669351428982036,1.41047856462921,0.279402820830601,0.570821171370176,0.65627101478476,-0.298600548903483,-0.407571358894306,-1.37870253026193,1.37913029153249,52.69,1
75033.0,-0.430330205681344,0.985632693552081,0.645789437298841,0.317131047127407,0.616332206255463,-1.34746245720975,1.0782335690849,-0.161518267508932,-0.492855874580938,-1.03963769713185,-0.39560772252726,-0.664683930228673,-0.985700496668287,-0.660967626671015,0.344105202877093,0.530852433867815,0.278141865207384,0.355529916892446,-1.08122326117298,-0.115281935429531,-0.0163780179250957,-0.207609058231514,-0.164119225784612,0.255280162145255,0.454797817761532,-0.505032215885219,-0.0394559687978208,-0.006357582233934,30.14,1
49767.0,-2.86091836786198,-1.04693691416672,1.96254126764274,0.293786886065168,-0.370653201579869,0.170120413955531,-1.11600362768775,0.983048970803666,1.09641545092307,-0.531181361606408,0.520044614916586,1.22321918938366,-0.708773368730467,-0.543119487806429,-2.02849712124973,-0.207275357472896,0.369022626427945,-0.222392409018274,-0.403534743761958,-0.137772149974994,0.0557375063574948,0.511615254833392,-0.703752913173742,0.350453837706912,0.490828600028511,0.621202487017341,0.24732223591512,-0.108491168482248,69.05,0
55510.0,0.799673785392408,-0.78459023843594,1.02506656747178,1.02354061430962,-1.27815357434341,-0.230075725278054,-0.356772411637381,0.0170975868572905,0.894451541193572,-0.334751474943075,-0.71466993318582,0.494611373492643,0.165436765568164,-0.379364236998456,0.215291722078945,0.184818759193182,-0.17330636047277,-0.205934804463352,-0.104276558291908,0.307531821909983,0.0289878107335149,-0.167490044867449,-0.143569161463988,0.446583919684981,0.184776154219442,0.295009259953513,-0.0198998901152245,0.0619385091098235,206.58,0
143438.0,-5.25643383358625,0.364541282922338,-5.41208501568175,2.40003149118237,0.697301198779903,-1.99875502849663,-5.83553244176087,-0.887739383363895,-2.82828664079509,-4.61450773315675,2.71069667870109,-3.15815569757752,1.0836091478793,-3.41515194777416,-1.05387003179712,-3.75103073303678,-9.26164098662644,-2.95516522195402,0.606570797159568,-0.403684910413759,-0.648259076792221,0.511284975320154,-1.11004452267604,0.178986970607497,0.22023534750991,-0.699808550320153,0.580486716857456,-0.173629869645159,8.9,1
144416.0,2.04246897519239,-0.151532769469667,-1.1215389766273,0.420069604778933,-0.200923464133591,-1.19435549905856,0.142615404961368,-0.286546029850255,0.67144443606397,0.0923702552311828,-0.939174343790601,-0.0277319860797409,-0.762616368317709,0.441581689703207,0.138163224134831,-0.0462584126932047,-0.262101197701345,-0.744049019076867,0.171094622626008,-0.251375722701054,-0.295577902361758,-0.785622989753194,0.331937260710126,-0.0466172787011814,-0.323057377182717,0.20126486746179,-0.0786067121785587,-0.0602409255442359,13.99,0
36487.0,-2.07481546985333,1.97121193332835,0.366958231587167,-0.673526730204953,-1.09122805471456,-0.897937689254186,-0.435505235148557,1.37752203619106,-0.415774814040974,-0.549027122993496,0.785096173309835,1.44542741713633,0.0605459816500188,0.880837365868443,-1.11733718534459,0.443756220958803,0.0136105314792421,-0.0923296668808205,-0.0859568530016706,-0.0458414162472768,-0.0591806918817596,-0.294006962800259,0.101730496327665,0.547577796434151,-0.0970608499085904,0.27872015827432,0.133791914320175,0.10569406477851,1.0,0
